indice,TransactionID,y,score_lgb,score_hard_lgb,score_segment_lgb,score_catboost,score_xgboost,score_stack_raw,score_stack,score_candidato_v4
413378,3400378,0,0.001353920353995,0.0011569245293326,0.0005797620818012,0.0107439790552134,0.00811816,0.0099919390182886,0.0132072171014023,0.003115908187670974
413379,3400379,1,0.9539812396558456,0.9760507102032404,0.8801965514390656,0.8738747508939553,0.82866013,0.9995626172468156,0.998787953112641,0.8542407276037309
413380,3400380,0,0.0430592717917017,0.0379838053473694,0.026726055462129,0.0840749466811814,0.053683963,0.0213106876835741,0.0259326112471097,0.06351694982401113
413381,3400381,0,0.0024672023878643,0.0027284042660844,0.0016307563078586,0.0117501885315097,0.009781511,0.0135363595352916,0.0173109528988246,0.007088139881770373
413382,3400382,0,0.0007128113153666,0.0003906281341661,0.0009613468411407,0.0080785250219469,0.0013479603,0.0110162250966875,0.0144075942975783,0.004658674064907062
413383,3400383,0,0.002562494854002,0.0027737457866314,0.0029891185347823,0.0111223603318073,0.00874932,0.0147246704324147,0.0186585242303716,0.011455920789582578
413384,3400384,0,0.0230298843357858,0.0190784534719892,0.0164429986173672,0.0708682834498691,0.031258825,0.0158334319798236,0.0199049969584546,0.04365815576569235
413385,3400385,0,0.0369585248642072,0.0209934897682315,0.0100611921984035,0.0213481255469508,0.024801696,0.0332418249704007,0.0385174255995212,0.029777602519342784
413386,3400386,0,0.0124787530911194,0.0121408619663646,0.0051746371089019,0.0412104688793527,0.035354882,0.012411822718302,0.0160235552116851,0.01766827750120023
413387,3400387,0,0.0085881850125587,0.003646059255614,0.0045904649796683,0.0192744432513617,0.017430289,0.0136839596513691,0.017479027774985,0.016076466376139797
413388,3400388,0,0.0121163373869283,0.0078044573711811,0.0063450042185869,0.0089855950377651,0.008285092,0.0125393716058562,0.016170206610333,0.02074368182161
413389,3400389,0,0.0078759414524371,0.0064385563416159,0.0025399934989888,0.0535049544010503,0.03576328,0.0118098735881805,0.0153291667622799,0.010070942469277498
413390,3400390,0,0.0002418311574527,0.0003388493616059,0.000163002350656,0.003544734829317,0.004521361,0.0077702175810411,0.0105541950695801,0.001134169423483353
413391,3400391,0,0.0006154113100352,0.0006643593187554,0.0006026583186224,0.0055225054431356,0.003256244,0.0105967977586454,0.0139176197135837,0.003213438081277534
413392,3400392,0,0.0001557378862519,0.0001271183756848,0.0001091185955604,0.0028565179413291,0.0024544483,0.0116565754049962,0.0151517076911513,0.0008236525481154226
413393,3400393,0,0.0005738903687105,0.000408769399884,0.0003188770361398,0.0085462064750576,0.004556447,0.0101144835514591,0.013351519609287,0.0019358938282031755
413394,3400394,0,0.0001813389536971,0.0001181297485244,0.0003259503511661,0.0033929471667942,0.0014943555,0.0093299638016505,0.0124242588629704,0.001970019881719578
413395,3400395,0,0.0031201169023382,0.0034141794982566,0.0023052398343051,0.0124368490278227,0.0052417475,0.0173407135196874,0.021584088007188,0.009326423654475394
413396,3400396,0,0.0005724832204561,0.00073453871375,0.0003667077047099,0.0117534218886547,0.009968797,0.0148307569500254,0.0187782271640271,0.00216382420717904
413397,3400397,0,0.0025183057307454,0.0027980425683373,0.0009455059658746,0.0096254186676812,0.0018881515,0.0093371535560802,0.0124327948039447,0.004597553715875729
413398,3400398,0,0.0016592456244465,0.0017727726585726,0.0009793230768252,0.0181454172805657,0.008282961,0.0124696075111792,0.0160900148070697,0.004727780468016439
413399,3400399,0,0.0017819463649831,0.0011917837862456,0.0013547381925987,0.0109107301029174,0.009629277,0.0145186916555176,0.0184258330536173,0.006118034987479227
413400,3400400,0,0.0003882437737683,0.000343193163691,0.0004007467440826,0.0051237577017077,0.003453146,0.0112301270891248,0.0146566762952029,0.002322305862116565
413401,3400401,0,0.0027577814677235,0.0023782119395997,0.0053859032507859,0.0101779718189933,0.022156969,0.0163968367175905,0.0205346205462099,0.018234004584719323
413402,3400402,0,0.0026670089748685,0.0041348054826232,0.0020619423564397,0.0085560604321889,0.008234104,0.0144847891078663,0.0183874988024711,0.008537523779876457
413403,3400403,0,0.0009176357593903,0.0003107446390361,0.0004630589939877,0.009846937142552,0.0039622234,0.0203794495529493,0.024921371416464,0.0026055044514887876
413404,3400404,0,0.0015799497049074,0.0018636158808797,0.0021172705079522,0.0079286751025245,0.010181646,0.0277141940082421,0.0327637110268064,0.008718589275857733
413405,3400405,0,0.0003643217807181,0.0002744873963721,0.0003226293269078,0.0094989928770472,0.0076012607,0.0140708216344782,0.0179186057204187,0.00195401628907065
413406,3400406,0,0.0052932542670197,0.0081917425609311,0.0030946108989651,0.0079368001103424,0.0058432147,0.0140403688540259,0.0178840524163821,0.011774531865814904
413407,3400407,0,0.0037134681269041,0.0040252217804243,0.0054514844041227,0.0064359807644696,0.0041690585,0.0192235759695012,0.0236589669063447,0.018408610307088853
413408,3400408,0,0.0019685850700277,0.0015538604170507,0.0018071686650632,0.0058473828149751,0.0065444,0.0163364460948929,0.0204672487160411,0.007689872989465088
413409,3400409,0,0.0025993482475074,0.0044921742312252,0.0041581392359695,0.023396553172502,0.011363273,0.0133193977636766,0.0170635244223535,0.014869674872468423
413410,3400410,0,0.0054516697944824,0.0035903757076823,0.0032919283431955,0.0298436759918018,0.020532452,0.0192590472776719,0.0236978310847201,0.012364284938879616
413411,3400411,0,7.114726243277114e-05,4.711696496712488e-05,0.0001559978429806,0.0094823678880429,0.0018019986,0.0128244799841971,0.0164974196850258,0.0010951522083229978
413412,3400412,0,0.0011419241459236,0.0009134814031684,0.0025672994182974,0.0075432532648621,0.0045733694,0.0116788410622346,0.0151774985356779,0.010156565812468927
413413,3400413,0,0.002342074017265,0.0018698035212594,0.0021163133629332,0.0337263984311831,0.016853547,0.0106649980446662,0.013997435020345,0.008715465553886114
413414,3400414,0,0.0004300277265569,0.0002568597360845,0.0002952624954237,0.0061789070385923,0.0013014494,0.0090755384625503,0.0121217244292492,0.001820813374312685
413415,3400415,0,0.0120665677808751,0.013006278612187,0.0068682839560699,0.0459350258686935,0.012041945,0.0194356857767098,0.023891246605492,0.022076673793094168
413416,3400416,0,0.0057565515447513,0.0030326877254217,0.0031849238790585,0.0130853308366885,0.011057545,0.0118717057602457,0.0154006717882917,0.012045441227037733
413417,3400417,0,0.0039090334370566,0.0043245290900849,0.0076465542844539,0.0029453130478959,0.003655148,0.0110026141776773,0.0143917268217946,0.024017797286163066
413418,3400418,0,0.0176630204313751,0.0143600231609739,0.0150467987291377,0.0672684406466129,0.024511553,0.0148170088055551,0.0187627198013356,0.04075186565895401
413419,3400419,0,0.0024081936169217,0.0030779056445671,0.002132410539131,0.0116801835709749,0.0018750187,0.0103565253955617,0.0136359720923473,0.008767960243021851
413420,3400420,0,0.0054259265643995,0.0030469532813244,0.0082644381301128,0.0282619261961567,0.0122179985,0.0116161127461742,0.0151048248542047,0.025527025053411638
413421,3400421,0,0.0010568907222132,0.0013011027447683,0.0008487724222208,0.0043872144066597,0.0020409594,0.0092837698299609,0.0123693983615029,0.004219524683132823
413422,3400422,0,0.014838127425674,0.0106380842243094,0.0055203641883214,0.0119303919617759,0.0064706407,0.0101663654991902,0.0134125550184979,0.01859149736057185
413423,3400423,0,0.0085003098272121,0.0134229542488274,0.0080812485647663,0.0156542608969829,0.0037735128,0.0131516772495344,0.016871945463171,0.025082337565518063
413424,3400424,0,0.0019360191364002,0.0015274909048373,0.0030938508281423,0.0112541161380144,0.005384389,0.0212829091100713,0.0259025187382514,0.01177224473130791
413425,3400425,0,0.0031722404304924,0.0047009495770755,0.0051602922245479,0.0199907175480267,0.011425322,0.0172812698687521,0.0215181858393225,0.017629681490620514
413426,3400426,0,0.0041203044735835,0.0061480968819531,0.0015233844197757,0.0067605044865933,0.00552777,0.0141305523459818,0.0179863551770256,0.006715215350819083
413427,3400427,0,0.0002382397017062,0.000237128555294,0.0001590773231184,0.0053335391464757,0.0010700353,0.0081638426035283,0.0110297387044158,0.0011123488828728128
413428,3400428,0,0.000595225409786,0.0005887026530454,0.0004493401089674,0.0060520684938854,0.0021776927,0.0102224890242871,0.0134785416386396,0.002543864117705688
413429,3400429,0,0.0026755115287802,0.0015101340598939,0.000891392528173,0.0202260309024664,0.0060907225,0.0120891317069257,0.0156517854082882,0.004387127778914831
413430,3400430,0,0.0034700616995921,0.0035568927429467,0.0020296666052042,0.0114340296646411,0.006983344,0.0119732487549507,0.0155180105467018,0.008431423657097618
413431,3400431,0,0.0042311520184808,0.0046433847259326,0.001325429804635,0.0119731123581141,0.0053463564,0.0107532005968144,0.0141005755760135,0.006012705414809265
413432,3400432,0,0.0028581020676456,0.001568365580687,0.0022218993227729,0.0161587815426869,0.01759317,0.0178766072653889,0.0221770808325514,0.009058280095266087
413433,3400433,0,0.0009850778322508,0.0008306238421295,0.0007935480998625,0.006375837160379,0.0027297644,0.010764556563081,0.0141138479825373,0.003999728525046001
413434,3400434,0,0.0177518680922731,0.0085285303830433,0.0142280275975984,0.0159795621591401,0.01982419,0.0198788567323723,0.0243756504868812,0.03901740868246889
413435,3400435,0,0.0033516350365462,0.0027051621888301,0.0040712024598107,0.0110594520453734,0.0074619288,0.0122929319065166,0.0158867081205819,0.014623754282549133
413436,3400436,0,0.0215231372674449,0.0083554043534695,0.017379116341595,0.1362757333330776,0.09071043,0.0236327758831022,0.0284332089731874,0.04557313464902378
413437,3400437,0,0.0477247017905891,0.0346766904498322,0.0726285589242571,0.14326087229713,0.12298742,0.0363630708002164,0.0417180918677107,0.13531962736741546
413438,3400438,0,0.0002561539220211,0.0002220390678771,0.0004993174374853,0.0118699206187811,0.002988508,0.0114507991844601,0.0149130925521233,0.0027666489599679784
413439,3400439,0,0.0188483100903017,0.0080019595667063,0.0116348737369367,0.0320879768463861,0.019669954,0.0188898987721278,0.0232929789578941,0.0333569135416598
413440,3400440,0,0.0283268392176996,0.0118408314387896,0.0223911308433706,0.0487691983204722,0.013388112,0.0133891149687254,0.0171430800537178,0.05543269043685309
413441,3400441,0,0.0029188687310563,0.0024144291680523,0.0019842496309677,0.0135146528476854,0.024490971,0.0155351336643269,0.0195706328848029,0.008281515865764512
413442,3400442,0,0.0020080564236756,0.0021214942496659,0.0022005964583291,0.0063667604627838,0.0035317438,0.0102818477407938,0.0135482884932598,0.008989398334450824
413443,3400443,0,0.0006548764165955,0.0008051046566407,0.0015573112975301,0.0038829702490712,0.006925117,0.0170981981769335,0.0213150643208378,0.006833630637998198
413444,3400444,0,0.000541367940416,0.0003635457818064,0.0005758608299882,0.0032911491090175,0.003094338,0.0126534357492624,0.0163012136667148,0.003099211753428734
413445,3400445,0,0.0003414031104706,0.0002282402424371,0.0001099215340539,0.0046433361011571,0.0029685884,0.012070327005536,0.0156300870181775,0.0008284806840007538
413446,3400446,0,0.0013082007875155,0.0006187768985082,0.0006792987836375,0.0185500054356376,0.015627034,0.0102927610127411,0.0135611068089542,0.00353454263837048
413447,3400447,0,0.0818746751662741,0.0800311466477961,0.0663732353106177,0.0423012127239365,0.029579053,0.0670605521218424,0.0719007843719596,0.12653649580425694
413448,3400448,0,0.0002295279388834,0.0002215269647655,0.0001343640612039,0.0041285712478578,0.0021519638,0.0105685082855859,0.0138844956936106,0.0009722894289215912
413449,3400449,0,0.0003499648100622,0.0003307357210129,0.0003298679412483,0.0087224123316025,0.004612021,0.0107117812866704,0.0140521531728577,0.0019888553991648738
413450,3400450,0,0.0388160221990512,0.0335323909893587,0.0465170888543406,0.0431724519151561,0.05855424,0.028648458975292,0.0337445859289196,0.09688570673005895
413451,3400451,0,0.0016571800876181,0.0015626712844442,0.0025993066317698,0.0080727640299682,0.0022074454,0.0104840275784904,0.0137855191749975,0.010256683570918121
413452,3400452,0,0.2679600667963767,0.118218807188353,0.1651385234688735,0.0201263225428599,0.032432448,0.0762660760404043,0.0806212456747032,0.2468358376005696
413453,3400453,0,0.0001043118597724,0.0001044580593524,0.0001671589292204,0.0066048468347482,0.0016515983,0.0119284183902636,0.0154662201297659,0.0011571608673921895
413454,3400454,0,0.0031943905276856,0.0041459487984381,0.0050415773588342,0.0114728820636337,0.0058108126,0.0187383806781588,0.0231265513931566,0.017309351769968527
413455,3400455,0,0.0733091523453798,0.0537664786159696,0.0610012571800276,0.0410663569869371,0.026067372,0.058257315818549,0.0634402606680913,0.11879976325121841
413456,3400456,0,0.0041686082968568,0.0035167085263293,0.001453912899602,0.0167064696135366,0.009946557,0.0168821874409767,0.0210750841594746,0.006470987963708838
413457,3400457,0,0.0160463203935687,0.0085728575671128,0.0105541380773464,0.0156443826806466,0.02007276,0.0180086625692364,0.022322900028373,0.030911985232551575
413458,3400458,0,0.0009744540893597,0.001386444976669,0.0007733648355534,0.0047721481376169,0.0010823456,0.0121171405650449,0.015684097371932,0.003918614915797641
413459,3400459,1,0.8117543252066312,0.8678677387227547,0.8785059922333819,0.4366286417531433,0.5324146,0.9956276600731556,0.9905440840110572,0.8526506850381511
413460,3400460,0,0.0491646557828074,0.0293191863810619,0.0348228554767311,0.0440514489650142,0.08253412,0.0319408454619532,0.0371735684358493,0.07777007419534278
413461,3400461,0,0.0042597742493798,0.0042115365866145,0.0030105907550236,0.0122452937316891,0.003130601,0.0105579194286898,0.0138720947290833,0.011520965443216138
413462,3400462,0,0.0009391247060393,0.0007517462998035,0.0005310189104233,0.0113059140426517,0.01066241,0.0160746363933313,0.0201748512793061,0.002905574127046284
413463,3400463,0,0.0083573946753029,0.0065286119855872,0.0060399148098459,0.0312667767178032,0.016797118,0.0111937629433293,0.0146143687042736,0.019955174708974885
413464,3400464,0,0.0388544018492447,0.0249960286573452,0.0621627112367437,0.1322331416903436,0.11503525,0.0327069446695073,0.0379656416426317,0.12048862483319266
413465,3400465,0,0.0201480409468424,0.0093558251785521,0.017540778564585,0.1362757333330776,0.09207348,0.0237795121543416,0.028590274712082,0.04590126063296223
413466,3400466,0,0.0027791459417825,0.0024774660523766,0.0013004500429741,0.0191363270890823,0.008892566,0.0144986190461203,0.0184031377779601,0.005922546749837726
413467,3400467,0,0.0020298361180612,0.0011087995528932,0.0014067277516799,0.0079511997635481,0.0024595663,0.0089038019810071,0.011916987197422,0.0063037123632182996
413468,3400468,0,0.0041102520372341,0.0050748869430049,0.0098581667393077,0.0090511690415182,0.00404241,0.0167556662607128,0.0209343649721058,0.029306665076512733
413469,3400469,0,0.003271500526545,0.0027443630233863,0.0016070985129751,0.0121268541893046,0.0041542156,0.010471066945978,0.0137703268841611,0.007006427062368357
413470,3400470,0,0.0002691797279225,0.0002129995621846,0.0001073210543837,0.004612859591345,0.0042505204,0.0086632828247489,0.0116295162627827,0.0008128174791643442
413471,3400471,0,0.0003412246812303,0.0003685020695517,0.0002389891052424,0.0069065551566583,0.0041037435,0.0163923038443619,0.0205295646295322,0.0015385367988684135
413472,3400472,0,0.0426356902820114,0.009488905900094,0.0325601529301948,0.0350801031679206,0.028385606,0.0136658928541229,0.0174584656448448,0.07388387871904804
413473,3400473,0,0.0189719893187662,0.0078887314880054,0.0058548665719512,0.0915611388636641,0.053925008,0.0223470341611752,0.0270522052903192,0.019472589344936956
413474,3400474,0,0.0460486957414652,0.0259216330070825,0.0373102996508541,0.015477435901498,0.002641987,0.0158163657731094,0.0198858863923532,0.08196557641627508
413475,3400475,0,0.0001883934626717,0.0001760948932387,0.0003062151010557,0.0071034948611258,0.0014592501,0.0099328070479091,0.0131375164087212,0.0018744141031148667
