indice,TransactionID,y,score_A,score_B,score_C,score_D,score_A_V6_control
413378,3400378,0,0.004854927846588011,0.006268532627595575,0.0047206885298459525,0.03481697032378674,0.0031304308317798603
413379,3400379,1,0.9343060890122703,0.8033517520584681,0.9394869390950779,0.06999529786260467,0.8536366365332214
413380,3400380,0,0.09098707658611493,0.2965244585481361,0.11900650421825097,0.013014840667302453,0.06356349626608099
413381,3400381,0,0.005690545888890256,0.014423816265090223,0.006221210668490569,0.0169148239924338,0.007113680964627298
413382,3400382,0,0.002820244343306496,0.006199328769862832,0.0029171695080613983,0.04058458589140067,0.004677981160367848
413383,3400383,0,0.010786905642368698,0.00752406980769694,0.009842542980270314,0.03151359579849392,0.011490073808663737
413384,3400384,0,0.05715599596415402,0.04532654924595351,0.05738122717539995,0.026134621969661886,0.04371170167444429
413385,3400385,0,0.02763493605360276,0.0248400154263,0.027417438859647487,0.04399508913154372,0.029829147476618953
413386,3400386,0,0.029270998868497964,0.013840345651280218,0.026256277022832085,0.010277716622783218,0.017710968770507585
413387,3400387,0,0.017010327128805416,0.03971490928537566,0.019300563532433593,0.02971264086090536,0.016117295614047632
413388,3400388,0,0.013299791037323002,0.004660709513253677,0.010962926401422901,0.02714795204781161,0.02078944453665094
413389,3400389,0,0.0283194602252842,0.01960170199481406,0.026965647042915063,0.02243436802995858,0.010102651927193944
413390,3400390,0,0.0013574724333551347,0.005772612713714719,0.0015121764212881377,0.013524616472509167,0.0011409210590487607
413391,3400391,0,0.0026169378175514854,0.004198437574872207,0.002562964298888185,0.0124159199683029,0.0032282883003310813
413392,3400392,0,0.000900522599096662,0.004813394688449024,0.0010219038665735887,0.013362293601592926,0.0008288917454959898
413393,3400393,0,0.002789252973132243,0.004947944390256298,0.0027847854521092365,0.012552364296522994,0.0019460962071479212
413394,3400394,0,0.001884746215563021,0.012704913196319596,0.0022981451647960593,0.042960169561943616,0.0019803580942620467
413395,3400395,0,0.009814960446895456,0.024974703199818545,0.011010815207466773,0.032727171253807696,0.009356717942245657
413396,3400396,0,0.0019940855729719863,0.016266523395856023,0.0025154605938663877,0.03885912586388802,0.0021749197902388964
413397,3400397,0,0.004335706906210074,0.006295227322822966,0.004274972570546729,0.010255368527488954,0.0046166856031888024
413398,3400398,0,0.00690658151107608,0.0061639995196979295,0.0064269515406086344,0.016579704877939624,0.004747284411334147
413399,3400399,0,0.006608843663444115,0.04185967711255264,0.008466143387634567,0.014418740267190557,0.006141242796575826
413400,3400400,0,0.0023154925472520346,0.008724852208118904,0.002591572801327753,0.008196469251097472,0.0023340040786221363
413401,3400401,0,0.009180931561285506,0.010342100986698967,0.00898818706747416,0.1256629090078606,0.01827731084884581
413402,3400402,0,0.007204614155620348,0.011103427835900395,0.007340866491134464,0.01472191691553703,0.008566233134908011
413403,3400403,0,0.0031209664873912924,0.023573585202500098,0.003970485539057653,0.035552196788144926,0.0026182454393230375
413404,3400404,0,0.006065048240857527,0.007938498964197292,0.005970603983040788,0.030482324547919343,0.008747670550780866
413405,3400405,0,0.0028086905091385494,0.033498202892086125,0.003835696315829246,0.013177326519533556,0.00196429089711366
413406,3400406,0,0.008168359341247081,0.06114301369990169,0.01087917174115899,0.04158580242951055,0.01180921477496935
413407,3400407,0,0.009886495220958752,0.006410911438059442,0.00887969753687234,0.011703119296041451,0.0184521016428782
413408,3400408,0,0.004144945927867548,0.023873482634167532,0.005110291698452519,0.10251130986216772,0.007716772445580767
413409,3400409,0,0.012170449301561078,0.05961492197017174,0.015386780354248022,0.02100352516545276,0.014908954147792036
413410,3400410,0,0.017779497940931047,0.05546388609574289,0.021216923163132628,0.02218871340098637,0.012399918896750526
413411,3400411,0,0.001313692990266564,0.004653276803164266,0.001418359922146159,0.016140466619717703,0.00110172049012952
413412,3400412,0,0.00457577038296523,0.0054742817477451,0.004382633927487093,0.02067465249797787,0.01018843327751338
413413,3400413,0,0.015338421847702384,0.008581289225804721,0.013724089099594373,0.018852935650067897,0.00874454045459543
413414,3400414,0,0.001721186842727308,0.0057970175178120335,0.0018659752946906247,0.016247128393371734,0.0018305519141563096
413415,3400415,0,0.012114571442378264,0.01093033292107135,0.011585721111650755,0.0941457683395231,0.022123573705141265
413416,3400416,0,0.013738516929527135,0.009367057732119193,0.012628102283258082,0.032007385330136306,0.012080565735403325
413417,3400417,0,0.01144457376401389,0.005040207077557113,0.009720617450533221,0.018012064545939385,0.024066163326928566
413418,3400418,0,0.05654893298980407,0.02118407175573747,0.05038183116231229,0.02625452725542532,0.04080555049373029
413419,3400419,0,0.0074989881069063595,0.00964166269491555,0.007432291844170037,0.006464910192517255,0.008797142068866245
413420,3400420,0,0.021153330206765568,0.06719792577788573,0.025533318814772703,0.012732659916181069,0.025576385789636214
413421,3400421,0,0.0035572873564659645,0.006782783048984491,0.003633563194236293,0.034523998059132824,0.004237548922689908
413422,3400422,0,0.013983803277386568,0.005612363945711166,0.01180896530964261,0.007825837854822264,0.018635180188058775
413423,3400423,0,0.012546226351418095,0.010210308801272357,0.011818387942949395,0.024963355191985125,0.02513141788119206
413424,3400424,0,0.007113134025333423,0.019580498960564043,0.007963916666452128,0.0459136624701982,0.011806923877555367
413425,3400425,0,0.01727677247006398,0.005634399350621437,0.014248747296317574,0.02294361548030183,0.017672329935131702
413426,3400426,0,0.006214242580765163,0.024289430370655177,0.007324671678905599,0.042052979836436445,0.0067398813956311
413427,3400427,0,0.0008340645609826071,0.003916147088900553,0.0009234865085479542,0.01985586941290844,0.001118998192606013
413428,3400428,0,0.002055413904865776,0.004555787948773567,0.0020984858241636217,0.010705690112323352,0.0025563816713931936
413429,3400429,0,0.007513755799216535,0.008031882620346868,0.0072274248750841645,0.03118870266940595,0.0044056483037497865
413430,3400430,0,0.008627619927732586,0.011213389102696515,0.00862082053853566,0.010461050029657665,0.008459912742605458
413431,3400431,0,0.006943660736258554,0.06457239649155401,0.009517928662977411,0.02127085461069829,0.006035648336839168
413432,3400432,0,0.011796872070184565,0.03245717281747057,0.013521223439728097,0.03843009281944134,0.00908804588569343
413433,3400433,0,0.0030785620968050357,0.004550164963011343,0.0029971912281530903,0.010988725668897935,0.0040170887946549515
413434,3400434,0,0.03381402184253118,0.05008020975538354,0.03672245144356938,0.032173730470146544,0.03907104730591472
413435,3400435,0,0.013533673021742566,0.005263785019452863,0.011353978715057394,0.018765889039620183,0.014662702124990414
413436,3400436,0,0.07089888430195587,0.12372974450341101,0.08174379781981064,0.09517067614463433,0.045626448709961215
413437,3400437,0,0.22462781036252966,0.17868554907651785,0.23668109563819376,0.055576430288368235,0.1352877377275081
413438,3400438,0,0.0033894142230881698,0.007070702958927005,0.0035054163536987013,0.017252002464253843,0.002779965296156389
413439,3400439,0,0.04207862847219537,0.09163469523355418,0.04921839309575201,0.03997332081852202,0.03340966550707095
413440,3400440,0,0.04601899323149114,0.02888205798675755,0.04408467527926291,0.019790932819555383,0.05548323155053655
413441,3400441,0,0.01213088430570222,0.0148626058489989,0.012193184338321275,0.0375355121480656,0.008309690745866986
413442,3400442,0,0.005759341175626077,0.003955587861399133,0.005094209947266163,0.059327942044558775,0.009019026692267701
413443,3400443,0,0.0067180634076823105,0.018782407875896034,0.007520877148925979,0.024499987819978374,0.006858577396870437
413444,3400444,0,0.002507691074340504,0.006909006876078376,0.0026766953062325734,0.018817860514239757,0.0031136779271998733
413445,3400445,0,0.00108510235848356,0.010044563082901099,0.001358439097523353,0.012086821603886334,0.0008337444194400895
413446,3400446,0,0.006261768041302135,0.006866786682290833,0.005998235140403816,0.013251465779586764,0.0035504449263715093
413447,3400447,0,0.10855592756043408,0.06161169538334781,0.1061655547654674,0.09078783053354877,0.1265171381018422
413448,3400448,0,0.0012945278770218993,0.007862054939488113,0.001525067324716297,0.031030389298109563,0.0009782684089171506
413449,3400449,0,0.0014407666610425026,0.005816284199545125,0.0015957506851011032,0.04860415099287393,0.0019992682574801906
413450,3400450,0,0.1031873113551846,0.060107307363384516,0.10111734651345128,0.027572303304228215,0.09690354090375938
413451,3400451,0,0.0044249313073406755,0.01365235354465415,0.00493821360017151,0.010498732206386122,0.010288734587080647
413452,3400452,0,0.11187104166181439,0.08002557327334552,0.11354578401398407,0.016683395997020012,0.24661187022574235
413453,3400453,0,0.001140041558034449,0.004910149005718011,0.0012625050105429683,0.006829950089149835,0.0011640197386057886
413454,3400454,0,0.016385461220702644,0.022220439408853487,0.016974849615115934,0.06634912382156159,0.017351640437160906
413455,3400455,0,0.11620083655796344,0.11646044710077963,0.12458186414971173,0.07986788888790551,0.11879092449582082
413456,3400456,0,0.0067878509349502255,0.017466203230862235,0.007499843281245031,0.03409624416386955,0.0064950663803783285
413457,3400457,0,0.025697706616357705,0.02420798942694466,0.02560610847410457,0.010446031098143477,0.03096397153484125
413458,3400458,0,0.0029872003957035253,0.0043254918684826615,0.0028946000418199214,0.0034349818337722667,0.003935726245241839
413459,3400459,1,0.9300146916868689,0.3020720453048218,0.9103777583434316,0.13412616860073057,0.8520431674068312
413460,3400460,0,0.0892671422368744,0.037742352972266455,0.08273629234383192,0.023283153076664776,0.07780648063776492
413461,3400461,0,0.010300028073671887,0.00846119487660697,0.009630361483156215,0.006637262402224941,0.0115552275783391
413462,3400462,0,0.0035981270851971553,0.005031131230737017,0.0034962812007074476,0.016439834620767365,0.0029193767359154137
413463,3400463,0,0.026280187885435364,0.013200809875864649,0.02368609120065509,0.01160185021373229,0.020000211571470257
413464,3400464,0,0.2153692029044838,0.2915995191201785,0.24691680637617364,0.049139702424244605,0.12047753408954093
413465,3400465,0,0.06662731018070003,0.17936092753979252,0.08264821689766544,0.060174445334338,0.04595452423418485
413466,3400466,0,0.012252848355931678,0.019008198273607297,0.012804636552075126,0.00802540872401703,0.005945261028460374
413467,3400467,0,0.004757313783186199,0.004759982532719481,0.004434004888909472,0.016942077039031708,0.006327381388283767
413468,3400468,0,0.017108093356298457,0.018506080120419183,0.017116456950002776,0.04234516813369236,0.029358010056117198
413469,3400469,0,0.00802825072439385,0.009841158174349609,0.007919900750121505,0.003237165122330628,0.007031778653766985
413470,3400470,0,0.0011568300493109748,0.004800289211401172,0.0012741982390540483,0.02398203117567224,0.0008180014774869738
413471,3400471,0,0.0015832468936384256,0.009236660758645616,0.0018702386658228322,0.03273192636262004,0.0015470967269162958
413472,3400472,0,0.11912666140703913,0.0720341786137439,0.11807582341459859,0.027999696192543902,0.07392340212948136
413473,3400473,0,0.025028655773232593,0.03210829753985253,0.026192807699612703,0.04777949683642104,0.019517161642049058
413474,3400474,0,0.037050552442714685,0.033663685654741364,0.03730781061785035,0.014752657324718014,0.08199834930976764
413475,3400475,0,0.001322824266424138,0.004185253140972374,0.0014026477566044721,0.008267471019448374,0.0018843698116737602
413476,3400476,0,0.02337017462647441,0.03331398544138389,0.02480546148557602,0.03951294294366955,0.015917611512828434
413477,3400477,0,0.0026016992283462567,0.007477190512013892,0.002800926658762965,0.015557622159294324,0.004197443668012051
413478,3400478,0,0.006934700967183193,0.013797873781597256,0.007353624967527784,0.0051993328579794185,0.009660730568336473
413479,3400479,1,0.018702752128345695,0.043221908098292405,0.021278568945956512,0.012211140163833711,0.025525622655154616
413480,3400480,0,0.009641255037768897,0.023548678989580928,0.01073446755396873,0.03052742744129536,0.016543358599084828
413481,3400481,0,0.012535585426582455,0.032260219398902,0.014250356740799044,0.033617823072842945,0.009603872646234045
413482,3400482,0,0.004087008544120856,0.009497272737119231,0.004338797857983334,0.016151929815153496,0.0026998802459341125
413483,3400483,0,0.03369359488023369,0.03355929619736328,0.034291202569592165,0.04077084280849003,0.04727393830741805
413484,3400484,0,0.07804910270599882,0.17526525158678574,0.09441362179638801,0.02498361307913885,0.03140790693418176
413485,3400485,1,0.9341433765727261,0.8284325575096302,0.9408811656913268,0.07491674014251963,0.8858186838372885
413486,3400486,0,0.011911663795467906,0.02837626792206958,0.013337903779244441,0.02157902468891879,0.013487264466550644
413487,3400487,0,0.038162646748279246,0.031636023215763164,0.03791255148758966,0.05605980030164986,0.04992390532064832
413488,3400488,0,0.0035861177592631794,0.008505302843912762,0.0037969851993106553,0.027730309957654155,0.0052709801476053435
413489,3400489,0,0.006114179521050023,0.03001326547691397,0.007478006797069287,0.04719256146154214,0.011099153569611877
413490,3400490,0,0.005059844642267572,0.01515533850758825,0.0056542965019867495,0.04532897545874371,0.009813482455309573
413491,3400491,0,0.0034142217967879913,0.03341604415789077,0.004554482648429862,0.025121147680446376,0.0038647993545973284
413492,3400492,0,0.005996911097077154,0.008349494898530077,0.005960071013603634,0.014095832875950688,0.00396067095929075
413493,3400493,0,0.008766456411639251,0.013335589629560392,0.008993461896419613,0.009963276225884806,0.014325555984898241
413494,3400494,0,0.0013141755868967498,0.006076236701695285,0.001481852250404483,0.048900387842315256,0.001586290240308993
413495,3400495,0,0.01523648908246582,0.035369238821661896,0.017183257314468476,0.019661801556764363,0.03656025359692517
413496,3400496,0,0.0013719006470549946,0.003782237377005785,0.0014248214880808868,0.01993521337521451,0.001878717522559255
413497,3400497,0,0.0009581670578208348,0.004093810574187378,0.0010513468537694296,0.026002429173257312,0.0010587827829714419
413498,3400498,1,0.9716555713139517,0.8462187171622195,0.972548940386239,0.06096116781726695,0.9636052085133908
413499,3400499,0,0.00329080411759253,0.009963899143203647,0.0036117261956529756,0.018307289829585474,0.0032691379240342828
413500,3400500,0,0.004799390811779714,0.011477723518139001,0.0051568184061830695,0.017808504366584793,0.002969588706366202
413501,3400501,0,0.005199275286927564,0.015684030262623425,0.0058241848799249745,0.01340374995410474,0.006002597066007249
413502,3400502,0,0.024831651608375,0.017066311411072465,0.023477674384847744,0.14867161025690478,0.06700936205732201
413503,3400503,0,0.009816102141292127,0.007475556219978985,0.009046106524856575,0.011834895005422662,0.009188270166769926
413504,3400504,0,0.0058794730366701,0.02280315431320483,0.006903252604382705,0.030988187221948595,0.0092095375221399
413505,3400505,0,0.0051142725267934695,0.0064912102329988935,0.004970788581111535,0.0060501149941731835,0.0041432247608551315
413506,3400506,0,0.005725453170054403,0.024133667507499863,0.0068069300024714945,0.03572774388975098,0.009014767788644297
413507,3400507,0,0.11546342871403385,0.19225739215318738,0.13468065508411334,0.023635413041578075,0.14167060181917726
413508,3400508,0,0.0414824579051838,0.03471992216278315,0.041426827940327364,0.021074521130277916,0.05220532536459975
413509,3400509,0,0.010282070124511797,0.03978062320115062,0.012391014932875213,0.07943312109493919,0.012175111194672376
413510,3400510,0,0.0007282604323160569,0.005440755335503242,0.0008643430519786316,0.015348937139241407,0.000668917305063157
413511,3400511,0,0.0022385968746831777,0.010193840304980401,0.002580245231715515,0.004084753810695241,0.0029473575818236126
413512,3400512,0,0.0009834749638043525,0.0045616039425578885,0.0010949416912384216,0.034546019755844606,0.0011678506447052087
413513,3400513,0,0.001408725917057047,0.004092235807636089,0.0014773441103388624,0.051258608075578395,0.0016557220335255496
413514,3400514,0,0.007954410188590926,0.025990916381602544,0.009208486943851459,0.042400882983793894,0.011093918868163891
413515,3400515,0,0.005197059914810963,0.005329162585801251,0.004882790910964981,0.008657957603772843,0.00268036807504089
