indice,TransactionID,y,score_tabular
413378,3400378,0,0.008332902596698909
413379,3400379,1,0.4964466628708804
413380,3400380,0,0.008841535390264872
413381,3400381,0,0.013991554748274538
413382,3400382,0,0.019593397060053353
413383,3400383,0,0.01743266104904938
413384,3400384,0,0.023529898670569847
413385,3400385,0,0.04368349241134812
413386,3400386,0,0.009516263825044344
413387,3400387,0,0.010388782562705716
413388,3400388,0,0.010566076093280637
413389,3400389,0,0.06788941480136826
413390,3400390,0,0.0026717285318413227
413391,3400391,0,0.003797472602698323
413392,3400392,0,0.004247985234427156
413393,3400393,0,0.01484499259373065
413394,3400394,0,0.01085910388846341
413395,3400395,0,0.015338779146647616
413396,3400396,0,0.03536741202232618
413397,3400397,0,0.005540636242560636
413398,3400398,0,0.02339204622197287
413399,3400399,0,0.02919031657928999
413400,3400400,0,0.005022573185397241
413401,3400401,0,0.04489802856963416
413402,3400402,0,0.012605164261316304
413403,3400403,0,0.008275658930553457
413404,3400404,0,0.010547174346727884
413405,3400405,0,0.016178617878022626
413406,3400406,0,0.0344181892511656
413407,3400407,0,0.0059161434477615965
413408,3400408,0,0.006614000694385056
413409,3400409,0,0.06628440453586569
413410,3400410,0,0.05462243862264644
413411,3400411,0,0.022348179976909244
413412,3400412,0,0.006684181865221422
413413,3400413,0,0.027800178189516016
413414,3400414,0,0.0029971584355988836
413415,3400415,0,0.009919023333646167
413416,3400416,0,0.012341226060894049
413417,3400417,0,0.0037283135223622733
413418,3400418,0,0.022962988112740553
413419,3400419,0,0.008375944844575753
413420,3400420,0,0.030389150609399247
413421,3400421,0,0.0025431682877416427
413422,3400422,0,0.006858595602351236
413423,3400423,0,0.020748815887845183
413424,3400424,0,0.02000587430754109
413425,3400425,0,0.01738632538495651
413426,3400426,0,0.014504923128068756
413427,3400427,0,0.004268168846098793
413428,3400428,0,0.0031326557461196255
413429,3400429,0,0.013141773740088653
413430,3400430,0,0.01722090891251456
413431,3400431,0,0.01722330760329029
413432,3400432,0,0.027916696831206428
413433,3400433,0,0.003442163824689248
413434,3400434,0,0.022450553231569265
413435,3400435,0,0.012893960388937267
413436,3400436,0,0.04931464655786468
413437,3400437,0,0.0459193996412614
413438,3400438,0,0.019925134794225422
413439,3400439,0,0.032798658244319184
413440,3400440,0,0.03946131654742824
413441,3400441,0,0.019967181115536085
413442,3400442,0,0.0031143735894393226
413443,3400443,0,0.008226667287718842
413444,3400444,0,0.009457100145375512
413445,3400445,0,0.004458429822947011
413446,3400446,0,0.010516987856894493
413447,3400447,0,0.024285051488648034
413448,3400448,0,0.004627460452836205
413449,3400449,0,0.022789463660362066
413450,3400450,0,0.02167914665074674
413451,3400451,0,0.025897142212893104
413452,3400452,0,0.029638699906837523
413453,3400453,0,0.0129945174811391
413454,3400454,0,0.056253954907676734
413455,3400455,0,0.01596853687846478
413456,3400456,0,0.00936876135598759
413457,3400457,0,0.023182936520379404
413458,3400458,0,0.0038860234602618657
413459,3400459,1,0.31650479374202745
413460,3400460,0,0.08949750339768621
413461,3400461,0,0.008564290260296476
413462,3400462,0,0.018104150066561596
413463,3400463,0,0.03963132890862242
413464,3400464,0,0.04893903266831804
413465,3400465,0,0.05051958886218199
413466,3400466,0,0.04156352511044026
413467,3400467,0,0.006044371296595099
413468,3400468,0,0.009782884171357212
413469,3400469,0,0.009153108158595302
413470,3400470,0,0.0027974449263151306
413471,3400471,0,0.00883013462204649
413472,3400472,0,0.01890281018595563
413473,3400473,0,0.026925164327988676
413474,3400474,0,0.009591436037837138
413475,3400475,0,0.011446287074249785
413476,3400476,0,0.009409183316876452
413477,3400477,0,0.002570598463455498
413478,3400478,0,0.004593478620278232
413479,3400479,1,0.011802537778273767
413480,3400480,0,0.009510638645553567
413481,3400481,0,0.039220296211401405
413482,3400482,0,0.023624805846206385
413483,3400483,0,0.012523472259667155
413484,3400484,0,0.07058810897374272
413485,3400485,1,0.35534024201071435
413486,3400486,0,0.02862633240264025
413487,3400487,0,0.025055546443004263
413488,3400488,0,0.006234829660399032
413489,3400489,0,0.014580054742721522
413490,3400490,0,0.006196350647691201
413491,3400491,0,0.012164296716294338
413492,3400492,0,0.017539215464250264
413493,3400493,0,0.03347232892713079
413494,3400494,0,0.008951531919857928
413495,3400495,0,0.006607198965174585
413496,3400496,0,0.007422642825272478
413497,3400497,0,0.013595459304110713
413498,3400498,1,0.3268549297272672
413499,3400499,0,0.051447309265796305
413500,3400500,0,0.019873261226073087
413501,3400501,0,0.01499048062651465
413502,3400502,0,0.008359998770547921
413503,3400503,0,0.010042904767614168
413504,3400504,0,0.01272495957397321
413505,3400505,0,0.011116737852528346
413506,3400506,0,0.003978148173319811
413507,3400507,0,0.03230135380724031
413508,3400508,0,0.023023434842008163
413509,3400509,0,0.028700616106013786
413510,3400510,0,0.021231190419695806
413511,3400511,0,0.013313141127405564
413512,3400512,0,0.004188833911957691
413513,3400513,0,0.003386075337768777
413514,3400514,0,0.013839136341232131
413515,3400515,0,0.015774917625831764
413516,3400516,0,0.0077151849718460255
413517,3400517,0,0.003442719750414759
413518,3400518,0,0.020382365394672912
413519,3400519,0,0.0541386584892804
413520,3400520,0,0.04581373690554046
413521,3400521,0,0.04889576722586072
413522,3400522,0,0.016909013639987563
413523,3400523,0,0.014711016051831803
413524,3400524,0,0.004191361207615172
413525,3400525,0,0.01081298085589676
413526,3400526,0,0.004528669939705895
413527,3400527,0,0.010485744797219278
413528,3400528,1,0.10045378709621096
413529,3400529,0,0.008888239327247922
413530,3400530,0,0.0037576339319473208
413531,3400531,0,0.00363280727025013
413532,3400532,0,0.03664938774685769
413533,3400533,0,0.008913340074651862
413534,3400534,0,0.015386042666825257
413535,3400535,0,0.003823002753232491
413536,3400536,0,0.0031988260665122468
413537,3400537,0,0.042757163364951514
413538,3400538,0,0.010539219638993463
413539,3400539,0,0.020700721001800964
413540,3400540,0,0.00766909173502274
413541,3400541,0,0.017871261973842624
413542,3400542,0,0.009507020617988608
413543,3400543,0,0.003402184917791024
413544,3400544,0,0.0034774842473551714
413545,3400545,0,0.006111625227989057
413546,3400546,0,0.013547585511685141
413547,3400547,0,0.007365651728971867
413548,3400548,0,0.06403448153344317
413549,3400549,0,0.009224532900702034
413550,3400550,0,0.04409090442274896
413551,3400551,0,0.013016063794815715
413552,3400552,0,0.005120069272369166
413553,3400553,0,0.018463838037581434
413554,3400554,0,0.036630652348960305
413555,3400555,1,0.011096535091817537
413556,3400556,0,0.006271103686150629
413557,3400557,0,0.0036896882908175636
413558,3400558,0,0.0368959091249652
413559,3400559,0,0.009614603048989145
413560,3400560,0,0.005381299462784862
413561,3400561,0,0.06888303391850806
413562,3400562,0,0.011450699294234406
413563,3400563,0,0.010711762148617398
413564,3400564,0,0.0028228865845267796
413565,3400565,0,0.00876308454242549
413566,3400566,0,0.004584702911271951
413567,3400567,0,0.011670994484396657
413568,3400568,1,0.013943336966709437
413569,3400569,0,0.010206147510129195
413570,3400570,0,0.00908199174114953
413571,3400571,0,0.006862568776697093
413572,3400572,0,0.0022596562497295735
413573,3400573,0,0.015304055662063647
413574,3400574,0,0.03178064996976548
413575,3400575,0,0.012221930451525247
413576,3400576,0,0.014078969724099869
413577,3400577,0,0.0068495282086344185
413578,3400578,0,0.023171579257154205
413579,3400579,0,0.005394064465840515
413580,3400580,0,0.002695044272872414
413581,3400581,0,0.014542424755089206
413582,3400582,0,0.011571250217695634
413583,3400583,0,0.01529536128463234
413584,3400584,0,0.008857115408626175
413585,3400585,0,0.0028291456219711863
413586,3400586,0,0.006239886847415236
413587,3400587,0,0.017793952092823282
413588,3400588,0,0.012955495962882932
413589,3400589,0,0.011837096722773898
413590,3400590,0,0.031169801320227716
413591,3400591,0,0.005628447846003136
413592,3400592,0,0.002082733660520882
413593,3400593,0,0.013437927273441612
413594,3400594,0,0.005187152824023673
413595,3400595,0,0.010940185653208466
413596,3400596,0,0.045310643457068436
413597,3400597,0,0.029763998808045276
413598,3400598,0,0.017683017828070878
413599,3400599,0,0.006324886448291159
413600,3400600,0,0.023601993239106844
413601,3400601,0,0.004033824299234238
413602,3400602,0,0.006176420885971448
413603,3400603,0,0.01099407515607954
413604,3400604,0,0.005571223833180702
413605,3400605,0,0.0044464707293550105
413606,3400606,0,0.0071499395961416795
413607,3400607,0,0.02895399394269717
413608,3400608,0,0.006439984737836136
413609,3400609,0,0.011903246734560894
413610,3400610,0,0.0028434683909125584
413611,3400611,0,0.012607681285059182
413612,3400612,0,0.027428413162883622
413613,3400613,0,0.03814777735345384
413614,3400614,0,0.008031349046235555
413615,3400615,0,0.0028154562764384924
413616,3400616,1,0.06697487712213672
413617,3400617,0,0.015684362696185533
413618,3400618,0,0.017313700048820144
413619,3400619,0,0.007381556748409813
413620,3400620,0,0.02275924146223946
413621,3400621,0,0.06511615560496861
413622,3400622,0,0.013210453787370234
413623,3400623,0,0.019061208732038624
413624,3400624,0,0.006149301876223944
413625,3400625,0,0.013237246376341421
413626,3400626,0,0.012147196265120657
413627,3400627,0,0.009420643198667816
413628,3400628,0,0.0134551223809377
413629,3400629,0,0.003950607251301673
413630,3400630,0,0.004270921259145913
413631,3400631,0,0.11998833723840664
413632,3400632,0,0.005887263403664694
413633,3400633,0,0.004433206313509019
413634,3400634,0,0.3817349303272884
413635,3400635,0,0.009982897004674375
413636,3400636,0,0.003699636152617922
413637,3400637,0,0.03570896635969372
413638,3400638,0,0.04321680654374923
413639,3400639,0,0.005353313107204091
413640,3400640,0,0.0035556163519573076
413641,3400641,0,0.017358395731320284
413642,3400642,0,0.004435977803550484
413643,3400643,0,0.019704999912183087
413644,3400644,0,0.0034948043402011093
413645,3400645,0,0.020824132797546187
413646,3400646,0,0.0036448238995424958
413647,3400647,0,0.01270379742136817
413648,3400648,0,0.007392321112296112
413649,3400649,0,0.0036323358214230056
413650,3400650,0,0.06677952980903504
413651,3400651,0,0.004016315534067442
413652,3400652,0,0.016784311565126206
413653,3400653,0,0.014991247597527528
413654,3400654,0,0.015519680015552482
413655,3400655,0,0.0074914859986153675
413656,3400656,0,0.0035208250310170912
413657,3400657,0,0.007874213459693873
413658,3400658,0,0.014617423334059621
413659,3400659,0,0.07033595098768097
413660,3400660,0,0.009976753290917018
413661,3400661,0,0.0168456350249653
413662,3400662,0,0.004115048531039425
413663,3400663,0,0.007501277592955011
413664,3400664,0,0.027735087843535167
413665,3400665,0,0.013502084201193938
413666,3400666,1,0.09724060987448509
413667,3400667,0,0.1190214968579651
413668,3400668,1,0.8815577932513609
413669,3400669,0,0.03236877457382303
413670,3400670,0,0.10158006915389971
413671,3400671,0,0.022719799407815294
413672,3400672,0,0.006199650050164947
413673,3400673,0,0.018216499598973347
413674,3400674,0,0.01077989890677322
413675,3400675,0,0.009211345350777524
413676,3400676,0,0.012451311191586297
413677,3400677,0,0.0042603900605306935
413678,3400678,0,0.1854047534256997
413679,3400679,0,0.013373521741671715
413680,3400680,0,0.00955372605679216
413681,3400681,0,0.024273490624186753
413682,3400682,0,0.02116456705886638
413683,3400683,0,0.00347745159395394
413684,3400684,0,0.08196463313478182
413685,3400685,0,0.0033844730190800195
413686,3400686,0,0.02113613154740501
413687,3400687,0,0.0126770809921842
413688,3400688,0,0.005387485588953816
413689,3400689,0,0.013411022363069798
413690,3400690,0,0.009200927526421017
413691,3400691,0,0.014805784110134737
413692,3400692,0,0.007431628427418005
413693,3400693,0,0.010155545560360293
413694,3400694,0,0.01002424916724498
413695,3400695,0,0.011457464453341162
413696,3400696,0,0.003818010959633753
413697,3400697,0,0.003718437216867701
413698,3400698,0,0.13954305925427998
413699,3400699,0,0.01894710481555988
413700,3400700,0,0.008703353685533443
413701,3400701,0,0.0053488509337353525
413702,3400702,0,0.03364575076290581
413703,3400703,0,0.013247617169658997
413704,3400704,0,0.003584833508541459
413705,3400705,0,0.17956259168632577
413706,3400706,0,0.008584128186693008
413707,3400707,0,0.00364718305286203
413708,3400708,0,0.003731622514304272
413709,3400709,0,0.006309729309572847
413710,3400710,0,0.025255986885364016
413711,3400711,0,0.00660417714458366
413712,3400712,0,0.0392071576687512
413713,3400713,0,0.004809329879278354
413714,3400714,0,0.06978286774616142
413715,3400715,0,0.0034944674275860293
413716,3400716,0,0.010374867585110017
413717,3400717,0,0.004276105244615755
413718,3400718,0,0.07781999798149503
413719,3400719,0,0.011574457087075864
413720,3400720,0,0.013441326153518472
413721,3400721,0,0.008096581776020328
413722,3400722,0,0.07607297195251861
413723,3400723,0,0.0029876301574369283
413724,3400724,0,0.06676091495262261
413725,3400725,0,0.007180954510678505
413726,3400726,0,0.012777832768937653
413727,3400727,0,0.008542399218932142
413728,3400728,0,0.24037955294586744
413729,3400729,0,0.006241738572440914
413730,3400730,0,0.010313528866916954
413731,3400731,0,0.0030166043921367068
413732,3400732,0,0.00932902698135245
413733,3400733,0,0.013847292811411366
413734,3400734,1,0.011876632451414678
413735,3400735,0,0.013729514854126329
413736,3400736,0,0.008681817518551155
413737,3400737,0,0.01562518201488935
413738,3400738,0,0.007419903135849186
413739,3400739,0,0.013447579536325773
413740,3400740,0,0.012446178278880005
413741,3400741,0,0.011564115108194823
413742,3400742,0,0.009491706414679496
413743,3400743,0,0.054080475573448895
413744,3400744,0,0.00893252110238201
413745,3400745,0,0.023787427141686822
413746,3400746,0,0.009125667168786478
413747,3400747,0,0.004955665651511596
413748,3400748,0,0.03257752011191252
413749,3400749,0,0.005786595889400409
413750,3400750,0,0.00548908791780094
413751,3400751,0,0.006496237620711261
413752,3400752,1,0.10006860454193256
413753,3400753,0,0.05330664999208054
413754,3400754,0,0.007504171159535235
413755,3400755,0,0.023842760047235317
413756,3400756,0,0.21024662868202082
413757,3400757,0,0.0031044075807513476
413758,3400758,0,0.010421560869280783
413759,3400759,0,0.003437108295761254
413760,3400760,0,0.0499793339724517
413761,3400761,0,0.014483480802189485
413762,3400762,0,0.06442225825689919
413763,3400763,0,0.051927376865091725
413764,3400764,0,0.08366782159247238
413765,3400765,0,0.015973392201303824
413766,3400766,0,0.009260834906213518
413767,3400767,0,0.025601686089845182
413768,3400768,0,0.014305807905510703
413769,3400769,0,0.06046045508392764
413770,3400770,1,0.012106173448335887
413771,3400771,0,0.006166520383453744
413772,3400772,0,0.003562977567835223
413773,3400773,0,0.4963231141006587
413774,3400774,0,0.047818868109301235
413775,3400775,0,0.011377032660600996
413776,3400776,0,0.09137435907394986
413777,3400777,0,0.004773635853318621
413778,3400778,0,0.006867682702409381
413779,3400779,0,0.014254848992452525
413780,3400780,0,0.03075961891370953
413781,3400781,0,0.009444289569244443
413782,3400782,0,0.0060317000817941184
413783,3400783,0,0.04790789895118805
413784,3400784,0,0.00841788228756611
413785,3400785,0,0.01466761454966662
413786,3400786,0,0.014019823101568076
413787,3400787,0,0.01826145995423832
413788,3400788,0,0.012184295765971055
413789,3400789,0,0.005122426845085427
413790,3400790,0,0.01321030181523062
413791,3400791,0,0.003764738570428575
413792,3400792,0,0.05139687161733153
413793,3400793,0,0.10094602049173222
413794,3400794,0,0.00509525017760451
413795,3400795,0,0.005389262650943772
413796,3400796,0,0.009598125860273468
413797,3400797,0,0.009224531865439036
413798,3400798,0,0.005728306945197164
413799,3400799,0,0.00969236502131635
413800,3400800,0,0.012612384072616755
413801,3400801,0,0.011307968446478304
413802,3400802,0,0.002053370368360079
413803,3400803,0,0.00775018352865786
413804,3400804,0,0.022517743433303733
413805,3400805,0,0.06419433672604316
413806,3400806,0,0.0021872216264505126
413807,3400807,0,0.019008232480097375
413808,3400808,0,0.018033751819820573
413809,3400809,0,0.0033163014941751698
413810,3400810,0,0.009995685509411755
413811,3400811,0,0.03572587388253588
413812,3400812,0,0.004010922279311294
413813,3400813,0,0.0052040232197593725
413814,3400814,0,0.01198769185730273
413815,3400815,0,0.080900439609776
413816,3400816,0,0.09642433280320076
413817,3400817,0,0.002858041448974185
413818,3400818,0,0.009123578901297221
413819,3400819,0,0.007341186322993676
413820,3400820,0,0.00546060285484845
413821,3400821,0,0.0062996926561488305
413822,3400822,0,0.009513364248874605
413823,3400823,0,0.023132101815748388
413824,3400824,0,0.0307929981293438
413825,3400825,0,0.009171571265210707
413826,3400826,0,0.012723060174533255
413827,3400827,0,0.009524482629916169
413828,3400828,0,0.028062754412008107
413829,3400829,0,0.015543933894619227
413830,3400830,0,0.0030640770781758917
413831,3400831,0,0.008768814229031158
413832,3400832,0,0.007547135402919901
413833,3400833,0,0.018520594994945662
413834,3400834,0,0.01294475977749492
413835,3400835,0,0.01919103190405152
413836,3400836,0,0.0078095256043418555
413837,3400837,0,0.02832533643453815
413838,3400838,0,0.02590763824585193
413839,3400839,0,0.005005783770004507
413840,3400840,0,0.005405667243916871
413841,3400841,0,0.009243351584687172
413842,3400842,0,0.35543221824792653
413843,3400843,0,0.0038054299438192137
413844,3400844,0,0.023029850884408943
413845,3400845,0,0.01613650526323023
413846,3400846,0,0.009423744634452702
413847,3400847,0,0.021310538012964897
413848,3400848,0,0.01750982509891116
413849,3400849,0,0.01192987662045814
413850,3400850,0,0.0113817245925778
413851,3400851,0,0.005150575593303734
413852,3400852,0,0.002833590851975008
413853,3400853,0,0.05778393167169848
413854,3400854,0,0.017768001886435333
413855,3400855,0,0.009813510578397402
413856,3400856,0,0.006883855810800577
413857,3400857,1,0.11850726154092688
413858,3400858,0,0.005872847249488194
413859,3400859,0,0.0036502842784649435
413860,3400860,0,0.07877837256908589
413861,3400861,0,0.03226033266168731
413862,3400862,0,0.005632230218291209
413863,3400863,0,0.02457899649378018
413864,3400864,0,0.012360779407345712
413865,3400865,0,0.007814416285203966
413866,3400866,0,0.016884449767148473
